id,name,address,lat,lon,stars,amenities,image_urls
A-52276,Hotel PXL 27,"5, 8th Cross Rd, Ashwath Nagar, Sampangiramnagar, Karnataka, 560027",12.966659545898438,77.5901107788086,3,Coffee shop|Valet parking|Smoke-free property|Wheelchair|24-hour front desk|Bag storage,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-52276/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-52276/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-52276/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-52276/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-52276/4.jpg
A-02438,Pphliving Fortune Suites,"no.4, service road, opp. lumbini Garden, Hebbal outer Ring road, next to country inn and suites,",12.982919692993164,77.5830307006836,2,Room service|Parking|Non-smoking room|Housekeeping - daily|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02438/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02438/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02438/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02438/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02438/4.jpg
A-64684,PPH Living Rajathagiri Palace Premium Rooms,"100, Kanakapura Main Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Vajarahalli, Karnataka 562117",12.874361038208008,77.5406265258789,3,Multilingual staff|Bilingual staff|Room service|Parking|Housekeeping - daily|Air conditioning,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64684/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64684/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64684/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64684/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64684/4.jpeg
A-57263,Vennela Hotel Apartments,"116/1, 2nd Main, Maithri Layout, Near Hope Farm Junction, Bengaluru, Karnataka,560067",12.986559867858887,77.75650787353516,1,Parking|Laundry service|Non-smoking room|Terrace|Housekeeping - daily,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57263/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57263/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57263/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57263/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57263/4.jpg
A-49030,Business Inn,"keonics Road, V-8, 3rd Cross, Indra Nagar, Electronic City Phase I, Electronic City, Bengaluru, Karnataka 560100",12.8398535,77.6639347,1,Multilingual staff|Room service|Parking|Private bath or shower|Non-smoking room|Housekeeping - daily,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-49030/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-49030/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-49030/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-49030/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-49030/4.jpeg
A-78433,Akshatha HomeStay,"No. OPP TO ANJANEYA TEMPLE, NNEXT TO BBMP OFFICE, JAKKUR CIRCLE, JAKKUR, BANGALORE-560064.",13.078857399999999,77.6071982,2,Multilingual staff|Bilingual staff|Room service|Parking|Air conditioning|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-78433/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-78433/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-78433/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-78433/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-78433/4.jpeg
A-38706,New Crescent Citadel,"Kemp Fort Mall, 341, 1st Main Rd, Murugeshpalya, Ramagiri, Bengaluru, Karnataka 560017",12.958464622497559,77.65634155273438,3,Butler service|Room service|Parking|Laundry service|Electronic keycard|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38706/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38706/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38706/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38706/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-38706/4.jpeg
A-45104,The Auberge Boutique hotel,"3J6G+4WC, Rachenahalli Main Rd, Rachenahalli, Thanisandra, Bengaluru, Karnataka 560045",13.060399199999999,77.6273029,3,Multilingual staff|Bilingual staff|Parking|Air conditioning|Concierge desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45104/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45104/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45104/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45104/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45104/4.jpeg
A-44246,Zolo Typhoon,"No. 8/05, situated at 1 St Cross, Suddagunttepalya, Old Division No. 58, Municipal No. 8/05 PID No. 63-95-8/05, 1 St Cross, SG Palya, BBMP Ward No.63 Bangalore, Bangalore, India",12.9299479,77.6079817,2,Multilingual staff|Bilingual staff|Security|24-hour security|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-44246/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-44246/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-44246/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-44246/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-44246/4.jpeg
A-05379,Hotel Ambara Mint,"Flying Club, 14/9, behind Jakkur Road, opp. Corporation Bank, Jayaram Nagar, Jakkuru, Bengaluru, Karnataka 560064",13.0756138,77.6027222,1,Multilingual staff|Bilingual staff|Room service|Parking|Laundry service|Housekeeping - daily,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05379/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05379/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05379/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05379/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05379/4.jpeg
A-05037,Blooms Residency,"Ward, East Zone, 202, Kasturi Nagar Main Rd, East of NGEF Layout, Bennigana Halli, Bengaluru, Karnataka 560039",13.000870704650879,77.66177368164062,2,Parking|Housekeeping - daily|24-hour security|Cctv|24-hour front desk|Elevator,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05037/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05037/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05037/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05037/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-05037/4.jpeg
A-26976,Icon Business by Bhagini Kundalahalli,"43, Kundalahalli Main Rd, Kundalahalli, Whitefield, Bengaluru, Karnataka 560037",12.955469131469727,77.71436309814453,3,Multilingual staff|Bilingual staff|Parking|Air conditioning|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-26976/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-26976/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-26976/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-26976/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-26976/4.jpg
A-42138,"ITC Gardenia, a Luxury Collection Hotel, Bengaluru","Address: No 1 Residency Road, Bengaluru, Karnataka, India, 560025",12.966984799999999,77.59555209999999,5,Spa|Swimming pool|Bar|Gym|Fitness center|Commercial shops,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42138/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42138/1.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42138/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42138/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42138/4.jpeg
A-41836,Hotel Amigos Bannerghatta Road near IIM Bangalore,"The Soda Factory Building, 16/2, 2nd Block, Bhagyalakshmi Avenue, BTM 6th Stage, Hulimavu",12.878635,77.609795,3,Nightclub|Bar|Bicycle rentals|Library|Commercial shops|Shuttle service,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-41836/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-41836/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-41836/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-41836/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-41836/4.jpg
A-68667,Sri Vishnu Inn,"Sri Vishnu Inn, 148/2, 20th main road, 2nd cross road, 1st stage, BTM layout, 560076 Bangalore, India",12.9174567,77.61239020000001,3,Gym|Multilingual staff|Bilingual staff|Room service|Parking|Ironing service,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-68667/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-68667/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-68667/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-68667/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-68667/4.jpeg
A-16857,Global Stay - Sarjapura,"No. 46 & 53, Mullur Village, Hobli, Carmelaram, Varthur, Bengaluru, Karnataka 560060",12.9010135,77.7095046,3,Multilingual staff|Room service|Parking|Air conditioning|Security|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-16857/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-16857/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-16857/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-16857/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-16857/4.jpeg
A-00501,Hotel O Brookefield Mall Bangalore,"Plot No. 8/1, TPL Road, BEML Road, Brookfield, Bangalore",12.9739945,77.7145917,3,Multilingual staff|Room service|Air conditioning|Accessible bathrooms|Accessible facilities|Restaurant,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-00501/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-00501/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-00501/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-00501/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-00501/4.jpg
A-99277,Z Express Hemingway,"Site No. 151/543, Old Khatha No. 543/151/543, present Hulimangala Gram Panchayath, Khatha No. 1342/543, situated at MaragondaNOhalli Village, Jigani Hobli, Anekal Taluk, Bangalore Urban District,, Bangalore, India",12.8382257,77.6481649,2,Multilingual staff|Bilingual staff|Room service|Accessible facilities|Security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99277/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99277/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99277/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99277/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-99277/4.jpeg
A-76919, PVR Suites off Bannerghatta Road,"Near Electronic City RTO No.76, BTM Layout, 4th Stage, 2nd Block, Near Electronic City RTO, Bangalore -560076, 560076 Bangalore, India",12.9105,77.6013,3,Room upgrade on availability|Room service|Parking|Laundry service|Air conditioning,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-76919/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-76919/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-76919/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-76919/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-76919/4.jpeg
A-30324,Luho C7,"Luho C7, Castlemaine Apertment , Nandi Durga Road Extension, Jaymahal, Bangalore – 560046",12.999139399999999,77.5954392,3,Kitchenette|Multilingual staff|Bilingual staff|Room service|Parking|Laundry service,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-30324/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-30324/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-30324/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-30324/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-30324/4.jpeg
A-42701,Hotel Bilton Wilson Garden,"Hosur Main Road, Karnataka, 560029",12.944706,77.596778,3,Airport shuttle service|Multilingual staff|Parking|Concierge desk|Tour/sightseeing desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42701/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42701/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42701/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42701/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-42701/4.jpg
A-45700,Royal Group of Hotels,"Sy No. 5/2, 14, Post, Lavakusha Nagar, Konappana Agrahara, Electronic City, Beratena Agrahara, Bengaluru, Karnataka 560100",12.8548881,77.6682371,2,Bilingual staff|Room service|Parking|Air conditioning|Fire safety|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45700/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45700/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45700/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45700/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-45700/4.jpg
A-87376,Z Express Belair B,"Survey no.122,doddakannelli village,varthur Hobli,Bengaluru East Taluk, Bangalore, India",12.908997000000001,77.69310080000001,2,Kitchenette|Multilingual staff|Bilingual staff|Parking|Private bath or shower,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-87376/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-87376/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-87376/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-87376/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-87376/4.jpeg
A-06540,ZO Rooms HSR Layout Agara,"27 Main, 1st Sector, HSR Layout560102, India",12.922885,77.651533,3,Accessible parking|Concierge desk|24-hour front desk|Newspaper|Accessible parking|Concierge desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-06540/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-06540/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-06540/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-06540/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-06540/4.jpg
A-64785,Hotel Rainbow near Victoria Hospital City Market,", KR Market, Kalasipalyam New Extension, Kalasipalya",12.96349048614502,77.57836151123047,2,Multilingual staff|Salon|Parking|Smoke-free property|24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64785/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64785/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64785/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64785/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-64785/4.jpg
A-19613,Nagarjuna Suites,"Off, Marathahalli - Sarjapur Outer Ring Rd, off Panathur Main Road, next to AAKRUTHI SUNSHINE, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bengaluru, Karnataka 560103",12.9385692,77.6957522,3,Multilingual staff|Bilingual staff|Room service|Parking|Air conditioning,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19613/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19613/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19613/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19613/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19613/4.jpeg
A-02934,Dlite Rivera Luxury Service Apartments,"435, 1st Main Rd, MS Ramaiah North City, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045",13.046877,77.6233175,3,Kitchenette|Bilingual staff|Parking|Laundry service|Air conditioning|24-hour security,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02934/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02934/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02934/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02934/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02934/4.jpeg
A-18552,Goshen,"No 43, Phase 2 Cascading Meadows TC Palya P O Margondanahalli, Bangalore 560036",13.0325806,77.6945479,2,Kitchenette|Multilingual staff|Bilingual staff|Parking|Ironing service|Housekeeping - daily,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-18552/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-18552/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-18552/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-18552/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-18552/4.jpeg
A-27436,KAMAT HOTEL,"Lalbagh West Gate, 227, RV Rd, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",12.9491775,77.579826,3,Room upgrade on availability|Parking|Laundry service|Air conditioning|Accessible facilities|Bell staff/porter,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-27436/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-27436/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-27436/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-27436/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-27436/4.jpeg
A-19289,HomeSlice Yellow (Bungalow in Koramangala),"17, Junnasandra Rd, Bengaluru, Karnataka 560035",12.9080876,77.6834437,3,Kitchenette|Multilingual staff|Bilingual staff|Parking|Laundry service|Housekeeping - daily,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19289/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19289/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19289/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19289/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-19289/4.jpeg
A-33540,Nisarga Resort,Bangalore 82,12.820202,77.50642,2,Parking|24-hour front desk|Parking|24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33540/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33540/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33540/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33540/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33540/4.jpeg
A-14594,The Waverly Hotel and Residences,"Whitefield Main Rd, Devasandra Industrial Estate, Krishnarajapura, Bengaluru, Karnataka 560048",12.996034300000002,77.6956723,4,Swimming pool|Bar|Gym|Airport shuttle service|Bilingual staff|Room service,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-14594/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-14594/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-14594/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-14594/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-14594/4.jpeg
A-82813,"ITC Windsor, A Luxury Collection Hotel, Bengaluru","Windsor Square,25, Golf Course Road, Karnataka, 560052",12.993926,77.58519,5,Gym|Sauna|Multilingual staff|Room upgrade on availability|Room service|Salon,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-82813/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-82813/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-82813/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-82813/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-82813/4.jpg
A-92525,Collection O Heaven Suites,"No 505Rajiv Gandhi Nagar, Opposite to Park, NTI Layout 2nd Phase Bangalore Karnataka 560097 India",13.077658,77.556755,3,Room service|Non-smoking room|Housekeeping - daily|Air conditioning|Bell staff/porter,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92525/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92525/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92525/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92525/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-92525/4.jpg
A-83392,Hotel O SPF Palace,"89/1, Healalige Gate, Chandapura Dommasandra Road, Anekal, Bangalore, 560099 Kammasandra, India",12.80171,77.71161,2,Bar|Multilingual staff|Room service|Parking|Laundry service|Air conditioning,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83392/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83392/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83392/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83392/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-83392/4.jpeg
A-33997,Hotel O Heaven Co-Living,",Plot No 68,2 Beside CJN Sai Golden Landmark Near ITPL, Whitefield, Pattandur Agraharanull,Bangalore,Karnataka,560066,India",12.9778228,77.7408549,2,Multilingual staff|Room service|Private bath or shower|Bell staff/porter|Security|Fire safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33997/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33997/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33997/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33997/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-33997/4.jpg
A-08355,Hotel Balinova - Kadubesanahalli,"87/1, Gear School Rd, Bhoganhalli, Sarjapur, Bengaluru, Karnataka 560103",12.9229348,77.69498349999999,2,Multilingual staff|Bilingual staff|Room service|Parking|Housekeeping - daily|Air conditioning,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-08355/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-08355/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-08355/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-08355/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-08355/4.png
A-02886,Davanam Sarovar Portico Suites - A Sarovar Hotel,"Hosur Main Road, Opp. Madiwala Police Station, Bangalore, Karnataka, 560068, India",12.9218235,77.62037,4,Spa|Swimming pool|Bar|Lounge|Shuttle service|Airport shuttle service,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02886/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02886/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02886/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02886/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-02886/4.jpg
A-57635,"CLICK HOTEL BIZ , Bengaluru","No. 4 , E kadiganahalli , Chikkajala Hobli , Bharathinagar, Bengaluru , Karnataka, 562157",13.16890658347064,77.63267657788451,3,Airport shuttle service|Multilingual staff|Room service|Parking|On-site parking,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57635/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57635/1.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57635/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57635/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-57635/4.jpeg
A-09280,Relax Stay Service Apartments,"18, usha apartment, 560049, Battarahalli, Bengaluru, Karnataka 560049",13.024196700000001,77.7048233,2,Multilingual staff|Bilingual staff|Air conditioning|Fire safety|24-hour security|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-09280/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-09280/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-09280/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-09280/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-09280/4.jpg
A-67695,Townhouse Shree Kateramma Temple Marenahalli,"Site No 6, Maralakunte Village, Taluk Marenahalli Village Panchayat",13.1322271,77.7115182,2,Room service|Housekeeping - daily|Air conditioning|Bell staff/porter|Shared tv area,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-67695/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-67695/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-67695/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-67695/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/a/A-67695/4.jpg
